"34_S125","49_S126","53_S94","90_S119","10_S57","24_S38","29_S90","7_S29","43_S61","28_S115","12_S37","59_S87","30_S109","55_S66","22_S84","9_S69","93_S107","81_S130","75_S140","19_S58","57_S127","27_S49","71_S129","66_S102","64_S72","70_S96","23_S28","84_S104","5_S32","16_S69","88_S62","77_S112","65_S91","58_S71","91_S132","79_S46","48_S70","56_S138","95_S27","32_S134","349_S78","297_S34","284_S100","272_S64","353_S151","276_S121","326_S81","300_S50","334_S77","340_S143","266_S86","330_S93","313_S65","338_S142","351_S47","282_S133","323_S54","332_S82","347_S88","307_S80","309_S141","321_S24","292_S108","319_S40","310_S67","270_S113","279_S114","328_S60","317_S25","294_S122"
"hsa-miR-12135",-0.0154105735178169,0.455153013582061,1.1145598333151e-16,-1.03649727689614e-16,0.146374394562485,0.0621607865064868,0.39549107475762,0.0688198164120457,0.634337364493115,1.03168341056655,2.3635607360184e-16,0.226678826827907,0.662753334256813,3.92481186439753e-16,-5.85902854011167e-16,-2.25080371007991e-16,0.0687928326967579,-0.458062623326607,-0.654849727930774,0.895880994569024,0.225789760702182,-0.1868716384007,0.120108086611875,-1.14058068545475e-16,-9.88358700437786e-16,-0.338251041195419,0.507457989549544,-0.611929216777033,-0.507457989549544,-0.1016950176368,0.524236162128498,0.498716584448302,6.63098048692135e-16,-0.0446793769256855,-0.464283907454379,0.425912380935049,0.0571089650061622,0.587749384931101,-0.0969872384273915,-0.201609928856249,-0.18906370069366,-0.0688198164120458,2.05131051034257e-16,-0.706817293875366,0.115663618623976,-0.914828677140581,-3.63858249086135e-16,-0.0621607865064868,5.2432017061399e-16,0.40412749214322,-3.03576608295941e-18,-0.226678826827907,-7.24247051220317e-17,0.189219291394273,-1.27068494615301e-16,-0.104697513094057,-0.961805440545352,-0.524236162128498,0.33825104119542,-0.639896961372706,-0.519791110767196,2.05131051034257e-16,-0.0390409208897814,2.12503625807159e-17,0.639896961372706,-0.550801088925518,1.77375475418629e-16,-0.504574691098578,0.632880298037695,-0.219942596034735
"hsa-miR-12136",0.140489947715285,0.0697784184235298,-1.12757025938492e-16,3.64291929955129e-17,0.017059993265857,-0.378512002266659,-0.271580291191052,0.130903869680163,-0.0489875590186035,0.593896112784757,7.80625564189563e-17,-0.784532809034161,-0.065695040063599,-3.83373888190874e-16,-3.48679418671338e-16,-1.54390389361936e-16,0.309910096011285,0.36082204726485,-0.0260867840192683,0.30170937830423,0.0164256691175429,0.422464458286261,0.244907434841721,-5.03069808033274e-17,6.76542155630955e-17,-0.0678925632846381,0.242471082240599,0.0346035968839739,-0.242471082240599,0.0699819498561343,-0.753218982492386,-0.133705682465299,-1.196959198424e-16,-0.0870419431219909,-0.0383298048202334,-0.226602199108203,-0.207919546335049,-0.140899157411868,-0.0399998379950896,0.0898698914103511,0.058018919299167,-0.130903869680163,-1.05818132034585e-16,-0.359728297603397,-0.578163555404309,0.0113268251989067,-3.64291929955129e-17,0.378512002266658,-3.29597460435593e-17,0.18852477710315,-5.03069808033274e-17,0.784532809034161,-1.56125112837913e-17,-0.495154491584418,-3.46944695195361e-18,-0.385397382557006,0.521946828233262,0.753218982492385,0.0678925632846378,0.213648515389274,0.389638778301159,6.07153216591882e-17,0.0526004388428631,5.20417042793042e-18,-0.213648515389274,-0.168102580261889,-1.05818132034585e-16,-0.165557352932609,-0.255344791129969,-0.199679264120428
"hsa-miR-122-5p",-0.214225352809216,-0.953439200144303,3.57353036051222e-16,-3.12250225675825e-17,-0.563682781963152,-0.245914365431972,-0.0623995314719739,-0.608199524984291,0.389570722302238,-0.147966871461334,-8.08381139805192e-16,-0.350827243808733,-0.357626609281625,1.04083408558608e-17,-1.73472347597681e-17,-2.1163626406917e-16,0.409247343828841,-0.114021810580097,-0.750628952956795,0.604342382241349,0.392464610591239,-1.71577151906714,1.06012978031939,2.04697370165263e-16,2.60208521396521e-16,0.0372070819547433,1.07874466497455,-0.563199019525651,-1.07874466497455,0.0372997077725651,-0.0772683544709754,0.815041758288975,-1.83880688453542e-16,0.526383074190591,-0.346847812356867,1.02936841165048,0.703655615793336,0.191859316905326,-1.22305744138611,-0.021124907970914,-0.911386786521604,0.608199524984291,-2.39391839684799e-16,0.307044404280256,1.06724941372484,2.14574250711208,-1.00613961606655e-16,0.245914365431972,1.21430643318376e-16,0.458899702318559,-7.28583859910259e-17,0.350827243808733,5.51642065360625e-16,0.197446309585022,1.35308431126191e-16,-0.845904427510172,0.41002123807575,0.0772683544709753,-0.0372070819547418,2.25110926052418,-1.5261491160434,-3.29250515740398e-15,-2.00734506525675,-4.5102810375397e-17,-2.25110926052418,0.293677629495034,-1.73472347597681e-17,0.622545180971567,-0.21633220834013,0.879120305199795
"hsa-miR-1226-3p",-0.334697387871197,-0.00487648250879547,9.0205620750794e-17,5.55111512312578e-17,-0.0566035110314338,0.0133648719072953,0.0400609628731774,0.707147426221004,0.55738450907138,-0.360428892566828,1.02001740387436e-15,0.310222174006554,-1.08488253528563,-9.71445146547012e-17,-9.71445146547012e-17,4.85722573273506e-16,-0.0590437268466546,0.201235447812631,0.555380663890018,0.221035155852684,-0.249106965799517,0.219042006552446,-0.186199991832831,-6.24500451351651e-17,1.69309011255336e-15,-0.541885837112714,0.0596514558617475,0.222152465741286,-0.0596514558617474,0.033446458487323,-0.420310430253626,-0.39871902771261,-1.5334955527635e-15,0.0231570525441089,0.0189827639734767,0.435987687449693,-1.69687355931066,0.264576157033189,0.253234525137861,-0.237621656974957,-1.27727296895422,-0.707147426221004,-1.52655665885959e-16,1.05623781310154,-0.0094390738917765,0.644307818702256,-2.08166817117217e-17,-0.0133648719072954,3.46944695195361e-16,-0.474788367273037,-8.32667268468867e-17,-0.310222174006553,-3.95516952522712e-16,0.514698661381715,-1.38777878078145e-17,0.520897379704028,-0.516520365814364,0.420310430253626,0.541885837112714,0.350884182255806,0.484227441164814,2.28983498828939e-15,-0.24071230848085,0,-0.350884182255806,-0.571497925258257,-4.16333634234434e-17,0.920447043686836,-0.17270184677319,0.745494580026348
"hsa-miR-1229-3p",-0.538776809241109,-0.441233575673878,2.98372437868011e-16,-2.77555756156289e-17,1.04528906025252,-0.00929579466725274,-0.136910825390113,-0.505940668853764,-0.464908703957123,0.304663392245883,7.07767178198537e-16,0.0252215674237599,-0.278561162667519,2.42861286636753e-16,-1.66533453693773e-16,-3.12250225675825e-16,0.371527042521386,-0.578667066972068,0.926210748581998,0.448424168610971,-0.0649034231511372,-0.040483858349165,-0.0299979578128848,-7.63278329429795e-17,2.91433543964104e-16,0.155062965053246,0.0716779133110919,0.472226615717411,-0.0716779133110918,-0.897280124193403,1.10930281592723,-0.351669379740527,-1.59594559789866e-16,-0.148008936059124,-0.234616217131273,0.478098922777152,0.701677478447194,-0.305171596098662,-0.400259983805232,-0.102151596467612,-0.25543038304351,0.505940668853763,2.0122792321331e-16,-0.192993785567462,0.0400527565222691,0.575652592333797,6.45317133063372e-16,0.00929579466725292,-2.0122792321331e-16,-0.770370553780019,-6.93889390390723e-18,-0.0252215674237595,-1.59594559789866e-16,0.356498848446067,-2.77555756156289e-17,0.568774767053994,-0.465492553335741,-1.10930281592723,-0.155062965053246,0.147436525026357,0.73031779725775,6.45317133063372e-16,0.217250363080609,6.93889390390723e-18,-0.147436525026357,-1.50706974170268,9.0205620750794e-17,-0.196284916140905,0.38765361436382,0.776924982068323
"hsa-miR-1234-3p",-0.413011415347518,-1.26383322827893,3.19189119579733e-16,9.71445146547012e-17,0.0553681918074572,-0.294910669421782,0.44353389013993,-0.144225959739172,0.758727907365602,0.0254732701972802,3.46944695195361e-17,0.31475596924181,-1.2296962015603,1.31838984174237e-16,1.59594559789866e-16,6.24500451351651e-17,-1.41944586284308,0.0773760839033181,0.671129661737888,-0.203634340032586,-0.285506105144858,0.541496328450038,-0.206603999387071,-2.42861286636753e-16,2.019218126037e-15,0.449212684741266,-0.311125544628403,0.962040232646485,0.311125544628402,0.327098713298774,0.125701520029531,1.09365096344267,-1.64451785522601e-15,-0.382466905106234,0.975911972703155,-0.825565510753279,-1.36142900634894,-1.07316154050942,-0.502819285067508,0.396627413007798,-0.257667763133162,0.144225959739172,-6.24500451351651e-17,0.461302103165748,0.661365161941116,0.249827954599297,3.53883589099269e-16,0.294910669421781,5.34294830600857e-16,-0.450227416477094,-6.24500451351651e-17,-0.31475596924181,-9.0205620750794e-17,0.210374902455797,5.55111512312578e-17,0.619615414734588,1.10822205574056,-0.125701520029531,-0.449212684741266,-0.011793241831549,-0.211137745464022,2.15799600411515e-15,-0.0796456897630395,-2.77555756156289e-17,0.0117932418315489,0.176193367782869,-1.73472347597681e-16,0.0612047705333035,0.220162740080224,0.0691489154831458
"hsa-miR-1246",-0.0102184411997314,0.681476608462234,2.81892564846231e-17,-6.89552581700781e-17,0.172979737169804,-1.04692171088687,-0.412164335936728,-0.0772607033765011,-1.07466478469959,0.983257356015617,5.24753851482984e-17,-2.99396135672956,-0.0985562983218905,-4.1589995336544e-16,-3.53449908230274e-16,-7.58941520739853e-17,-0.312974832293201,-0.153525525123986,0.498965783652781,0.254776758271613,-0.208708309751157,0.700907481557378,0.343297729534084,-2.1467203015213e-16,-6.20163642661709e-17,-1.23604826110202,-0.0160150908563665,0.44681625221588,0.0160150908563653,-0.113031620539652,0.795583601511415,0.701142844670295,-8.97719398817998e-17,-0.0599481166301539,0.725139168229931,0.637155662484093,0.244781390595553,-0.226860718023585,-0.348217128956253,-0.0112472244411377,0.171089109281657,0.077260703376501,-2.84060969191202e-16,-0.425865867553273,-0.461968348983639,-1.50490476999575,1.04517089427603e-16,1.04692171088687,-3.63858249086135e-16,-0.475747227645476,-6.50521303491303e-18,2.99396135672955,4.33680868994202e-19,-0.428613248276196,1.77809156287623e-17,-0.333079288334353,-1.35135088092794,-0.795583601511415,1.23604826110202,-0.0259561010176778,0.937715576629115,6.26625487609722e-15,0.122285316863222,-3.03576608295941e-18,0.0259561010176777,-0.280870537955008,-6.20163642661709e-17,0.128975912546664,1.0624123474001,-0.520657529991313
"hsa-miR-1248",0.289957714137038,0.368530220519307,-5.20417042793042e-16,1.52655665885959e-16,-0.349478135532691,-0.0685633741817382,-0.0877212480363423,-0.0449962934083878,-0.279405460799451,-0.455049452971358,-1.73472347597681e-16,-2.04450347530846,-1.09955266406973,-2.35922392732846e-16,-2.70616862252382e-16,1.59594559789866e-16,-0.570436585044643,0.537645340612269,0.916232969300539,0.628350447813605,-1.42380925655941,0.163029786046221,-0.0353774561167161,6.93889390390723e-18,1.58900670399476e-15,-0.0515418201834294,0.152847741489347,0.467041797901377,-0.152847741489347,0.513247675023348,-0.21422222946962,-0.0238029856603472,-9.92261828258734e-16,-0.163769539490657,0.658157833080986,0.341253107792631,0.346384778242156,-0.205507571215811,0.581089371482357,1.16227502987384,-0.23154672216566,0.0449962934083882,-1.04083408558608e-16,-0.396803725647945,0.318599698418309,0.217757880925506,1.45716771982052e-16,0.0685633741817381,-2.08166817117217e-16,-0.811859977122703,6.93889390390723e-18,2.04450347530845,2.84494650060196e-16,-0.0315920379559388,-7.63278329429795e-17,-0.254580258020322,0.150347710311997,0.214222229469621,0.0515418201834289,0.90292940283476,0.493260278704394,3.33760796777938e-15,-0.562485115784465,-2.77555756156289e-17,-0.90292940283476,0.0862254677995679,-2.15105711021124e-16,-0.230009103488926,-1.07269018958698,0.0460903772846541
"hsa-miR-1249-3p",-0.28246337486203,-0.00929519785848153,-1.04083408558608e-17,1.21430643318376e-16,0.325040013425809,-0.295874069567125,-0.749392802220103,0.561442054178546,-0.341979769579201,-0.0398812442039889,1.27675647831893e-15,-0.45651250500826,-0.875292148137307,-1.38777878078145e-17,0,5.55111512312578e-17,0.22045447839141,0.439871160006055,0.460923301506053,-0.165496592545828,0.535618042306026,0.0638610453493993,-0.0478988183438643,-2.77555756156289e-17,1.06858966120171e-15,0.312203607141681,0.0104729644929,0.348595597577018,-0.0104729644929001,-0.152534247934205,-0.209994129554707,-0.21667260129827,-3.60822483003176e-16,-0.172505765491606,0.528938323828695,-0.114027733582592,-0.115351763555441,-0.423856125666035,0.246833003661178,-0.460357514217008,0.125395879262844,-0.561442054178546,1.94289029309402e-16,0.0401007132829835,-0.247586843271055,-0.0770677538126481,2.4980018054066e-16,0.295874069567125,-1.2490009027033e-16,-0.250380027978449,0,0.456512505008259,-4.44089209850063e-16,0.240909444717156,1.73472347597681e-17,0.330362193205895,-0.0143736644730558,0.209994129554707,-0.312203607141682,0.0315939837757378,0.497966871249504,8.60422844084496e-16,0.303035552969399,1.73472347597681e-17,-0.0315939837757378,-0.528770111901989,-1.94289029309402e-16,0.393470487785243,-0.11843160560553,0.302239598014021
"hsa-miR-1250-5p",0.160476255836174,0.266466543918947,1.35308431126191e-16,5.89805981832114e-17,0.221575793275895,-0.127516577274151,0.28527409888138,0.148623411947408,-0.0555940100721841,-0.432172561980077,4.5102810375397e-16,0.00299003607766084,0.661484630655267,-2.28983498828939e-16,2.70616862252382e-16,-6.03683769639929e-16,0.0363340323351838,-1.168843675466,0.443701571322409,-0.158590838296021,-0.0640702927067481,0.338585880827105,0.329939312867532,-2.08166817117217e-17,-7.97972798949331e-16,0.17342222854222,-0.755187117730529,0.0185342981293512,0.755187117730529,-0.107818408042454,0.102904485505653,-0.262416131374014,6.31439345255558e-16,-0.113757385233442,-0.321608131216565,0.0832057677055692,0.333790411871718,0.0681605885995553,-0.603734685377492,-0.0226245940221584,-0.0322145966738133,-0.148623411947408,-2.08166817117217e-17,0.190805434969835,0.173731044754815,-0.397420145196419,1.59594559789866e-16,0.12751657727415,-6.93889390390723e-17,-0.0281018441483968,3.46944695195361e-17,-0.00299003607766087,-2.0122792321331e-16,0.569220097822843,2.77555756156289e-17,-0.490415568703706,1.05935964649915,-0.102904485505653,-0.17342222854222,-0.0181292990643845,-0.145629200606418,3.67067487516692e-15,0.393369732651486,-3.46944695195361e-18,0.0181292990643845,0.00158677061186762,-7.63278329429795e-17,-0.616782282626639,-0.53883072882723,-0.0749768329663152
"hsa-miR-1255a",-1.74490634919371,1.13132342174847,-2.4980018054066e-16,-2.4980018054066e-16,-0.0537914358305679,-0.467393367659796,1.63788315581845,0.313785829436258,-0.19946731105097,0.466484661247532,1.94289029309402e-16,0.594502526246354,0.280210875361644,3.05311331771918e-16,-4.71844785465692e-16,-1.94289029309402e-16,0.889925384015114,0.122540794216312,0.248596619890375,0.451605250148333,0.137074002908713,0.204341139660448,2.12058290524779,-2.77555756156289e-17,-4.16333634234434e-16,0.0574242192219657,0.619012797267794,-2.21193080860097,-0.619012797267794,-0.645024865147354,-1.9804587996469,0.835555872799108,8.32667268468867e-17,0.698816300977922,-2.52780853983357,-0.0930657557367789,0.161369420388493,0.798673488360123,0.950555311129413,1.27618331733214,-0.0246202231719811,-0.313785829436258,-2.4980018054066e-16,-0.426985026976353,0.0863716550248585,-2.5276598081573,-8.32667268468867e-17,0.467393367659794,-1.94289029309402e-16,-0.0245832120561741,2.4980018054066e-16,-0.594502526246353,-1.94289029309402e-16,-0.838625160517549,-8.32667268468867e-17,-0.375676556054075,-0.88127765180689,1.9804587996469,-0.0574242192219659,0.0924959230970924,-0.0617884429686854,6.18949336228525e-15,0.560780513609722,2.77555756156289e-17,-0.0924959230970925,0.0461620018700021,-2.4980018054066e-16,-0.166243248997972,0.0237880964142568,-0.325369792068314
"hsa-miR-1255b-5p",-0.00175529574439148,-0.458469170751058,3.1206049029564e-16,1.09965205344342e-16,0.104063678521456,0.212648967270008,0.523400090826837,-0.107716866019519,0.352332070780595,-0.851340716427064,-3.66189283756979e-17,-0.0166007420995437,0.289104870101565,-9.83777946259035e-16,1.75017335693473e-16,3.6239457615328e-17,-0.618206434245681,-0.053622653285148,0.459422511917946,-0.319045043266364,-0.570512838625564,-0.359755383646659,-0.358753852110073,7.09339271348641e-17,-1.92744041213611e-16,-0.219718090016205,0.427735374272853,0.126952051416305,-0.427735374272852,-0.124915983842562,0.139143561534321,-0.0497140380855943,2.37467380828638e-16,0.020852305321105,0.0948063434188444,-0.403878781880832,-0.20176221495392,0.231165165262824,0.199004916979379,0.212395621946435,-0.227829254420224,0.107716866019519,-2.62105875198371e-17,0.546874297686589,0.303548906931002,0.420055087023567,-8.86606326550021e-17,-0.212648967270008,2.23589593020823e-16,0.00231154797055691,-2.62105875198371e-17,0.0166007420995437,8.48388199969907e-18,-0.00697614436723876,-5.91703335633964e-17,0.360509147854464,0.178044930780327,-0.139143561534321,0.219718090016206,0.277774723385949,-0.305860454901559,2.24974661296173e-15,0.0881281218130859,-2.18737788298951e-17,-0.277774723385949,0.788709406458872,-8.17217387510949e-17,0.209185527819985,0.0268289341211259,-0.625297274398934
"hsa-miR-125a-3p",-0.0101049597461205,0.316024958881817,-1.48969378499508e-16,2.32019264911898e-17,0.167647711496983,-0.197402771774552,-0.376610329736042,-0.234779499783934,-0.247254442949615,0.242848536965333,-1.88868018446975e-16,0.0493950315709207,-0.437718463508625,2.48282297499181e-16,3.2461013044216e-16,1.19912760276897e-16,0.026751946368622,0.582823120455341,-0.0374160698598031,-0.707577465389955,-0.475211958637815,-0.170523695174738,-0.416336295038107,-7.43762690325056e-17,5.3624639451133e-16,0.881077792794034,0.224529070197062,0.3618349003021,-0.224529070197063,0.390597604458661,0.185139452169081,-0.761954504734439,-4.97648797170847e-16,-0.558245315955643,0.349858383367421,-1.90701287333215,-0.577372326628581,0.293941543655948,-0.0852236907294334,-0.180564485320233,0.285270190447199,0.234779499783934,3.664603343001e-17,0.422307274942755,-0.00716914628710526,0.510834609175073,2.27682456221956e-17,0.197402771774551,-1.52438825451462e-16,-0.123750872924199,8.89045781438114e-18,-0.0493950315709208,1.02565525517129e-16,-0.010534137158233,3.18755438710738e-17,0.426441254784227,0.762793102815702,-0.185139452169081,-0.881077792794035,-0.618780499753843,0.130920019211304,-2.96420873957537e-16,-0.0649050633224518,4.11996825544492e-18,0.618780499753843,-0.422355826777951,3.664603343001e-17,0.995150464752934,1.22944346124589,0.0823528398839399
"hsa-miR-125a-5p",-0.272998775326632,0.0481965303652651,-1.66533453693773e-16,-1.56125112837913e-16,-0.259499657217499,0.182875202806796,-0.778928142575751,-0.513393689561943,-0.161433534069273,0.0590883896323531,-1.6306400674182e-15,0.319823308916142,0.185004795037472,1.45716771982052e-16,-4.16333634234434e-17,-2.91433543964104e-16,0.0973006445631791,-0.0266487366933552,-0.148619233109362,-0.248830412432538,0.133245984116179,-0.626312430024774,-0.274396725662254,-5.55111512312578e-17,-3.05311331771918e-16,0.373085836059822,0.055768367926834,0.195675221868527,-0.0557683679268339,0.258858942718751,0.553194584281637,-0.0104186818461232,1.52655665885959e-16,0.00064071449875025,0.681627498012573,-0.128073715778273,0.254215340217261,0.103217235465938,0.0473135148029819,-0.432138441450643,-0.015522105852311,0.513393689561943,1.38777878078145e-16,0.264352518284849,0.151679503685921,-0.0197351454694915,-1.38777878078145e-17,-0.182875202806795,-4.85722573273506e-17,-0.825805419573632,-1.38777878078145e-17,-0.319823308916141,4.16333634234434e-16,0.255904257987442,-2.77555756156289e-17,0.547395500988885,-0.481183743498811,-0.553194584281637,-0.373085836059822,-0.353745128789806,0.674125915887712,-4.91273688396632e-15,-0.0180427030496507,1.04083408558608e-17,0.353745128789807,-0.607972909688535,8.32667268468867e-17,0.533530623876786,0.561943944474102,0.283243436833985
"hsa-miR-125b-2-3p",-0.673290915152019,-0.123485570616303,1.94289029309402e-16,9.71445146547012e-17,0.688471210380379,-0.501492796213556,-0.180628883124187,0.198665727172138,0.220496973259464,-0.298068198245552,1.49880108324396e-15,0.0018698692440032,0.0773612893545151,-1.38777878078145e-17,-1.38777878078145e-16,-5.55111512312578e-17,-0.0668128419754737,-0.100317470373188,0.244929712944565,0.307883843517507,0.189403972385561,-0.198249938004128,0.685862181825778,-8.32667268468867e-17,-1.80411241501588e-16,0.229945096071083,0.303147791227481,-0.814290894012463,-0.303147791227482,-0.430099575984255,-0.233030667977074,0.284660854726203,4.16333634234434e-17,-0.258371634396127,0.247441725099661,-0.186715876050936,-0.114928886045899,0.547713989140673,0.0402578403041423,0.0771729324862291,-0.0116088775468295,-0.198665727172138,2.77555756156289e-17,-0.296274965970677,-0.452064811510475,0.252283062702691,-6.93889390390723e-17,0.501492796213556,3.19189119579733e-16,-0.204600735341825,1.38777878078145e-16,-0.00186986924400309,-7.21644966006352e-16,-0.8914153425101,1.38777878078145e-17,-0.0125712666737588,-0.275160712094396,0.233030667977074,-0.229945096071083,-0.125410314918066,0.6566655468523,3.13638004456607e-15,-0.413458346812591,-1.38777878078145e-17,0.125410314918066,0.68166506255065,2.77555756156289e-17,0.0926818507905621,0.421618747841189,0.28584494627911
"hsa-miR-125b-5p",-0.606048421447116,1.03202836103413,-2.35922392732846e-16,6.93889390390723e-17,0.466330262592874,0.31351681150464,-0.705795564390664,-0.381180276267992,-0.0500562468516979,-0.45441292514599,-2.77555756156289e-17,-0.306003524249105,0.343977809649162,-8.32667268468867e-17,2.77555756156289e-17,-1.11022302462516e-16,-0.00290876654756701,-0.73092974738395,0.156230770707195,-0.0865657622441856,-0.666566831168897,-0.281208360284363,0.356854901636708,-8.32667268468867e-17,-6.66133814775094e-16,0.54763735900408,-0.221299107227531,0.110105587782761,0.221299107227532,0.570806283100488,0.376963378579553,-0.0218341019563933,2.77555756156289e-17,-1.03713654569336,0.708704330938232,-0.699390039777677,0.614394738560768,0.150977650906758,0.43337975443232,0.405483592479377,0.484434186370318,0.381180276267991,1.38777878078145e-16,-0.397868424126132,-0.423577890653431,-0.0908978334460893,1.2490009027033e-16,-0.313516811504639,4.16333634234434e-17,-0.431096286625196,3.05311331771918e-16,0.306003524249104,2.77555756156289e-17,0.556471469550887,-1.94289029309402e-16,0.249193519810409,-0.844461441037657,-0.376963378579553,-0.547637359004079,0.600147250413257,0.854674177278627,2.13717932240343e-15,-0.919296425631655,4.16333634234434e-17,-0.600147250413258,0.246751404536964,1.38777878078145e-16,-0.283130131424707,1.11047172638301,-0.118088781914269
"hsa-miR-126-3p",0.498698286263969,0.0139770316399381,-6.93889390390723e-18,-7.63278329429795e-17,-0.570054166575799,0.547433725134041,0.236244262955897,-0.036892129982613,0.291749577665168,-0.13412928008957,-7.14706072102445e-16,-0.0206370025016706,0.434072447002048,-3.46944695195361e-17,4.85722573273506e-17,-2.0122792321331e-16,-0.209914629232592,0.151838444794003,-0.295116731244648,0.332988336924769,0.105820904507677,0.284354707392897,-0.303140632733276,9.0205620750794e-17,-7.84095011141517e-16,-0.1982263228371,0.133505010780347,-0.102137343666076,-0.133505010780347,0.407653820284993,0.247250447875791,-0.053644980082792,1.45716771982052e-16,0.162400346290808,-0.0263296337233054,0.131478125158533,0.466281220950576,-0.133749296800723,0.210983130828002,0.130065735959122,-0.0758509255878181,0.0368921299826131,3.46944695195361e-17,-0.257137411336951,0.103670114079883,0.278484899950444,-2.56739074444567e-16,-0.547433725134039,1.59594559789866e-16,0.0616082219538634,-6.24500451351651e-17,0.0206370025016706,3.40005801291454e-16,0.0659213747609848,-2.77555756156289e-17,-0.195557653530694,-0.0246240522168959,-0.247250447875791,0.1982263228371,-0.169905480183796,-0.165278336033746,-2.90739654573713e-15,-0.23881695150759,-6.93889390390723e-18,0.169905480183796,0.146718067681092,6.24500451351651e-17,-1.04238550600864,-0.317837203769639,-0.369304322903909
"hsa-miR-126-5p",0.64110907650385,-0.0426139387042776,1.52655665885959e-16,0,-0.167667449624455,0.202419995263002,0.334433025170317,0.325961639440717,0.354015908162928,0.719962087600932,1.38777878078145e-16,0.359005840088746,0.198764701682904,5.27355936696949e-16,-2.63677968348475e-16,-2.22044604925031e-16,0.375070096202663,-0.359659851171678,-0.479045984477771,0.553480559994299,0.606181894644581,0.136945586114816,-0.354537058751063,9.71445146547012e-17,-1.94289029309402e-16,-0.214878491538887,-0.0754458776168774,-0.649660068259524,0.0754458776168775,0.310004480241211,0.497342487935653,0.143538761282459,-6.93889390390723e-17,-0.142337030616756,-0.709503121372981,-0.0969738121820717,0.547926762257821,0.0140859370178947,0.028940535127938,0.0293922365970483,0.188973387911728,-0.325961639440717,-4.16333634234434e-17,-0.742453947906029,0.270745725525356,0.44059394442753,-2.91433543964104e-16,-0.202419995263001,2.77555756156289e-16,0.109627412778932,-2.63677968348475e-16,-0.359005840088745,-4.16333634234434e-17,0.0828628777810028,-1.38777878078145e-17,-0.286572017752788,0.0453287122344991,-0.497342487935653,0.214878491538887,-0.0346346188520018,-0.380373138304288,-2.04003480774873e-15,-0.54151876700571,-2.77555756156289e-17,0.0346346188520018,0.213472699368627,-4.16333634234434e-17,-1.03888825653557,0.0227045648196345,-0.376356530784016
"hsa-miR-1260a",-0.422492683856107,0.078148589189827,-4.16333634234434e-17,-1.38777878078145e-17,0.341035413828703,-0.443842967106143,-0.509615740257346,0.0267022261996029,-0.402388946592903,0.129776786423186,4.37150315946155e-16,-0.209465466356696,-0.751750616378961,1.73472347597681e-16,-6.24500451351651e-17,-1.31838984174237e-16,0.0205528470090176,-0.14522517339818,0.422772667590869,0.251162969395979,0.029425345000512,0.0231226953116307,0.0569573290682934,-4.85722573273506e-17,7.56339435525888e-16,0.507650488153797,0.0883919472950536,0.170762929553379,-0.0883919472950539,-0.144820078215827,-0.176016443105813,-0.0287184922326201,-4.85722573273506e-17,-0.196215335612877,0.489062893248329,-0.301892162012979,0.161823057727739,-0.154493865171462,0.285352651100455,-0.0456944093824292,-0.362619721295756,-0.0267022261996036,1.59594559789866e-16,0.111456751899776,0.165798838504403,0.0125832033478147,1.31838984174237e-16,0.443842967106142,-1.31838984174237e-16,-0.716546300125892,2.08166817117217e-17,0.209465466356696,-2.15105711021124e-16,0.211063206761823,-6.24500451351651e-17,0.365535354787814,-0.080296592847707,0.176016443105813,-0.507650488153797,0.0499070188390126,0.550747461621488,1.29757316003065e-15,-0.0620133003050219,2.08166817117217e-17,-0.0499070188390126,-0.309130821666019,-9.0205620750794e-17,0.217443193553534,0.0968361037602313,0.442493950667282
"hsa-miR-1260b",-0.383512238820412,-0.0231602409928705,-1.87350135405495e-16,-6.24500451351651e-17,0.284518923294367,-0.220170464139986,-0.530210858798198,0.107901939103532,-0.507281725641596,0.0715700078598552,6.80011602582908e-16,-0.269933724584399,-0.727873550528223,2.08166817117217e-17,-2.4980018054066e-16,-5.55111512312578e-17,-0.000200214375784546,0.0725107410409934,0.295879402061416,0.207530691789256,0.186572197565516,-0.0175426073176183,0.0447054563116291,0,9.43689570931383e-16,0.490994104290397,0.285374461802997,0.157960625448114,-0.285374461802997,-0.0858663887404101,-0.167393084478065,-0.155114200861588,4.16333634234434e-17,-0.198652534553959,0.530411073173983,-0.224750772922366,0.281655358892793,-0.0849232698842779,0.224443066718935,-0.259609553129352,-0.264230629821006,-0.107901939103532,4.16333634234434e-17,0.0566999380317497,0.165439622121093,0.144947110687144,6.93889390390723e-17,0.220170464139986,-3.88578058618805e-16,-0.730909965437977,1.38777878078145e-17,0.269933724584399,-2.4980018054066e-16,0.336761733965872,6.93889390390723e-18,0.338806782508782,0.0308912018907088,0.167393084478065,-0.490994104290397,-0.028544336377377,0.565470343316884,4.30211422042248e-16,0.0333273311673144,2.08166817117217e-17,0.028544336377377,-0.427733478606711,-1.38777878078145e-17,0.243168974066422,-0.0305834956872778,0.378885144206798
