3.299106821825319863e-02	3.380694225028807714e-03	2.857682196078087638e-03	2.325967872746548173e-03	4.221401656149647262e-03	1.839768645849329531e-02	2.342877828470679366e-02	8.656432631809920700e-16	3.529293412053294450e-03	8.656250782391450987e-03
3.449332051378194430e-01	3.429272641305046720e-01	3.421837623003803897e-01	5.423005477859774159e-03	6.701785345702092611e-01	3.367967218435371501e-01	6.767104361007241220e-01	5.051077054507444597e-01	6.776660869886982352e-01	6.271710976763961165e-03
1.050618848719781173e+00	1.049402034339825152e+00	3.925333573283984467e-01	3.756545344156891342e-01	1.068568081198092878e+00	3.829609927715084683e-01	7.422003875141998108e-01	4.689387375357224608e-01	7.250219525519828734e-01	7.292190044946684768e-01
3.245382013282776396e-02	2.404713216842349621e-02	2.790997732080736926e-02	8.623029566554491626e-03	4.167691453797780360e-02	2.812811602878767178e-02	4.548937839751836937e-02	5.733903914353051897e-10	2.002827799846344445e-02	1.919142414426107390e-02
3.163456421947131460e-04	6.748333524096823688e-03	2.648008404647659002e-03	3.482847705368546194e-04	6.862297663342801102e-04	4.168707906259496061e-03	4.692277636951908658e-03	3.611299733111789784e-02	4.278855193410158360e-03	1.241042238487907907e-02
6.753589654761397165e-01	3.471390056501657551e-01	3.360044942781838517e-01	1.545043573156319044e-02	3.348571482138317235e-01	3.435827724334015176e-01	1.233552744725521615e-02	4.892062919945226462e-01	1.117707729680207478e-02	3.345784070224841478e-01
4.167165929323077972e-02	3.403393566658052816e-02	2.465824866491025946e-02	4.146401801382845059e-02	2.498375881011949753e-02	3.958767079364357983e-02	3.790846809077897533e-02	1.581004010107829871e-01	2.897523690942975863e-02	2.443314401138976799e-02
3.374171497660116148e-01	3.407042727551925498e-01	3.270737449572231892e-01	1.768229434204542615e-03	1.329591706943699303e-03	5.789856452642234801e-03	3.175026854384021494e-03	3.197618413828873241e-03	6.697150055193511892e-03	5.682414029992887729e-03
6.674375319434571185e-01	3.054834212578201764e-03	1.799199746058821082e-03	1.988210882757504485e-03	6.771786244120172604e-01	6.697103706384930355e-01	6.548782582909340108e-03	6.673051411120647369e-01	2.046002579715075747e-03	6.665630298786293650e-01
2.416910715639485063e-02	3.690758458688118138e-01	3.795555325698706656e-02	3.659402734230596810e-01	2.856348956169044509e-02	3.521831644186961680e-02	3.803987409502194716e-01	2.739421013276137698e-03	2.188096304172889792e-02	3.583527385960122436e-01
6.878204564769935248e-01	6.809937682255913227e-01	5.515665639247221454e-03	8.181574132648316428e-03	9.942421266237450039e-01	1.178370213433573878e-02	6.882487307526210518e-01	3.263566235878739841e-01	9.954924080511335927e-01	1.827909316930020163e-03
3.609211936972056001e-01	1.513291278119689547e-02	6.587115343925684652e-01	1.091207892941120638e-03	6.661965338102312506e-01	1.010423081052401750e+00	7.158156693485324684e-01	1.185627564543215051e+00	3.350819319106582150e-01	3.425888371927901521e-01
3.003343840484007030e-02	7.783688304378359735e-02	3.277327447609719446e-02	6.243404540111301831e-02	5.371010569613632324e-02	5.862711565275598863e-02	3.137293038464337297e-02	1.053419066474830801e-01	4.262953299209268354e-02	3.276546806262736755e-02
8.907484507225506623e-03	8.426545122630859155e-03	8.581861211554808050e-03	3.973640836293025787e-03	6.916145674256312303e-04	2.994673259926509783e-03	6.651632301394306418e-03	2.276353884718080034e-01	1.613446930161268472e-02	1.807356072980015674e-02
6.863484297945131596e-01	6.714292742995404684e-01	1.184705525561249688e-02	1.144538621111010172e-02	1.001208104478658489e+00	1.239319823555310937e-02	6.709077611654394868e-01	7.607432540515745023e-01	9.862094690490283977e-01	1.596834304411675004e-03
3.505462015640996576e-01	3.639573913696951823e-01	3.543596904611610171e-02	2.596842697624530266e-02	3.836563508051238913e-01	2.741648980436070179e-02	3.334776300264008508e-01	1.303451874510289793e-02	3.828348575903607887e-01	2.595700292939228521e-02
2.448335958465059845e-02	2.163437591741856209e-02	1.009178046929871606e-02	1.369095518951033048e-02	1.317404634159805889e-02	8.086780507446475474e-03	1.902514079024502161e-02	9.025987890306379197e-07	7.207006104364691544e-03	1.699972505659734512e-02
2.623305251037452365e-02	2.172964902718201290e-03	9.153426142069121972e-04	1.049449121933685412e-02	4.556038831757004519e-03	4.123252018116542114e-03	1.390858481920291718e-02	1.339833855181686573e-01	1.262037107349772659e-03	3.845471226339630460e-04
1.621744586008458042e-02	1.168808914033951825e-02	1.035878836382996861e-02	8.270477639176690779e-03	7.946142418803921886e-03	5.590888301377098211e-03	9.943761539348928979e-03	2.707636155810006634e-02	3.842014834398802588e-03	5.376157122291961611e-03
5.434304723907477236e-02	4.614406123595507503e-02	6.319741768632719525e-02	3.980669299293951996e-02	5.617434538306903535e-02	4.305685140138435646e-02	6.058020135404348916e-02	9.647693456566983072e-02	4.649951760800893202e-02	5.861237799545031962e-02
3.903462135531608757e-02	3.157595971085636055e-02	3.364694460974916590e-02	3.923072217796880201e-02	3.684386152208603549e-01	3.999794186297926657e-02	4.362491991379695983e-02	2.334592913726236396e-01	3.636304134717909808e-01	3.952102836663626967e-02
5.463726093575920623e-02	3.814998759657570876e-02	5.099970393578884265e-02	2.088391389884419053e-02	5.057878035905975095e-02	5.073631033212209346e-02	5.982654223041283803e-02	1.355786635324109394e-03	5.527953630570280746e-02	4.952069781491447165e-02
6.902404198533025337e-01	4.831222027757479075e-03	1.860024832852655990e-02	1.238972885728170138e-02	6.813145491057523984e-01	7.025246732252671267e-01	1.473776133377157661e-02	5.688650269664936587e-01	1.736660523655777708e-02	6.604295365512738991e-01
3.902299640482377874e-01	4.012624603717765415e-02	4.408775021734877980e-02	4.534393856807319295e-02	3.743441131160581969e-01	3.726304191032464574e-01	3.847741242792292876e-02	2.635603122896731376e-01	4.115775626784627661e-02	3.602550717697790006e-01
1.942404257465572479e-02	2.462954861862109643e-02	1.332417309009765495e-02	2.145750562325568836e-02	1.967952594005266051e-02	1.055756084209687889e-02	1.458295910617813870e-02	2.086453989986314095e-01	1.495968845194386478e-02	9.316427412054142931e-03
2.766828091394146760e-02	2.578472536601176396e-02	5.071799108908390391e-02	1.939258159505316548e-02	4.449588682936558848e-02	3.496930939225751517e-02	3.321302819117073757e-02	2.373837666489621556e-06	3.372748163141931627e-02	3.521904229847253737e-02
1.119544832696500562e-02	1.279843125551074177e-02	1.655980269714836528e-02	4.155115474069733146e-03	2.936483327892924419e-02	3.285216040487814321e-02	9.325846135437573098e-03	2.156426207961176071e-10	1.316241962194529200e-02	1.291858202241736447e-02
3.132679663301060624e-02	2.038468607952930237e-02	2.567891051339623101e-02	2.159542129224377785e-02	2.683564810325344413e-02	2.660544282198184021e-02	3.241285941272004090e-02	5.607539166446708079e-02	2.849812023633013086e-02	2.671921657788810939e-02
1.804259334784591873e-03	5.597586409101472198e-03	1.483609408591916520e-02	3.989343718091970664e-03	1.539634885210529672e-02	8.509542741814790298e-03	9.980297089917860437e-03	3.512904387496429171e-07	1.300014050232331866e-02	8.144517876986659063e-03
2.272261604628091416e-02	3.828793482348968186e-02	4.189646411602845899e-02	2.588179584640293990e-02	7.653395399542695099e-02	5.313831039151756946e-02	3.888569283878538091e-02	1.094692142156832099e-08	3.485715016316482534e-02	3.687711391230007879e-02
3.551861995389343340e-03	3.395126887229273915e-01	5.459898726782642670e-04	3.324746168057757245e-01	6.249603589828595963e-03	1.511154909697947843e-02	3.345646003158996296e-01	9.609311749609368168e-05	6.760088607426106193e-04	3.247036265610119821e-01
1.023410372580465966e+00	1.024452517362158810e+00	7.005857929520613592e-01	3.636048145183584657e-01	1.025232161349364457e+00	6.950197089103712367e-01	1.023879162952493926e+00	1.048573546806961021e+00	6.988649891641707246e-01	6.974129621999610729e-01
3.296111720969441272e-02	2.950291113444024685e-02	2.353100196936627059e-02	3.744961489797388882e-02	3.361421258437564952e-02	4.778114813099391261e-02	2.936315816573853432e-02	1.098903604767028919e-01	2.543307423559506078e-02	3.168364943982705795e-02
3.610921823474459447e-01	7.151622400328720985e-01	2.544228529223055077e-02	3.668501785297381135e-01	3.631940435105716070e-01	2.736042968621485785e-02	6.958831538525752647e-01	2.484433563472695020e-02	3.569862944749270794e-01	3.577445231443869278e-01
2.422961282891787985e-02	2.256550978638354257e-02	1.793431221010440349e-02	2.598912603172506136e-02	1.570031685458784382e-02	2.899021925072067102e-02	2.939495838306972406e-02	8.387229957086339560e-02	1.740563367912571768e-02	2.376164100323193210e-02
1.628090613686375074e-02	3.464949800410807024e-01	6.138306559208851591e-03	3.440310457682275169e-01	1.381262144707331996e-02	6.071706830487849128e-03	3.459782305713105521e-01	1.201497771657184938e-01	7.124400573864280231e-03	3.351982819361563615e-01
1.925611531457709427e-02	1.720928781561660917e-02	2.370370701052765608e-02	2.074591070399633974e-02	1.314099876558834541e-02	1.062341620078341257e-02	2.077490545692272858e-02	2.270657647404784041e-01	2.012163400348293205e-02	1.766857402674869640e-02
6.920731067129839431e-01	6.802177811434181320e-01	1.011788402362650663e+00	3.460593682723487885e-01	3.454757331522056996e-01	3.486753382306717608e-01	2.101003785074322117e-02	3.577794916325328645e-01	3.412085495758109821e-01	3.501442638013302355e-01
3.238445651420455290e-02	3.363421356498774717e-02	3.620063497066458580e-01	3.407463085725392915e-02	4.436009456974070869e-02	3.810800119066758418e-01	3.628774260978510080e-01	5.240692719003016142e-01	3.176819634331165543e-02	3.543486825283494179e-02
3.631384088477732086e-01	5.420548229549601409e-03	3.935670690790013353e-03	3.343811222742265523e-03	3.223149149910125022e-01	3.419974017203166183e-01	4.513635457885955930e-03	3.774146012870395750e-01	1.702708212607900078e-03	3.368345743630406508e-01
3.466519407015645083e-03	3.330801045398497640e-01	2.082864412238518304e-03	3.301483587456752189e-01	4.471252109204325483e-03	7.030246413685703293e-03	3.405482250532541055e-01	1.142600612459161421e-04	2.304197116978389664e-03	3.324433768118226773e-01
1.435774561052161613e-01	1.116700827348870023e-01	1.507378755426318773e-01	1.511860771968196460e-01	5.070309850854192169e-01	1.178078528674491587e-01	1.249509807485840590e-01	2.213753680485440078e+00	4.299913061900840772e-01	1.128950936416085599e-01
3.532536056653253209e-01	3.535626569014879150e-01	3.139716268815858080e-01	1.614021597266612762e-02	1.856158632217322704e-02	1.561321278734855399e-02	1.813751622319425411e-02	1.018464858797753572e-02	1.536309724189258152e-02	1.166908999515508388e-02
4.735093676415257254e-03	9.164865091492002680e-03	3.546454343534686041e-03	1.663479705700186481e-02	2.037133457895837999e-03	2.231781083294723939e-02	4.919778167588448846e-03	2.425364177427698914e-02	4.654979671136293302e-03	6.199067079546083207e-03
3.645153465221586536e-02	3.540751855239095830e-02	2.740856595365552539e-02	3.207242734343934698e-02	3.771660771681797919e-02	5.000092502887073381e-02	3.736915748534931636e-02	5.621755296975484983e-02	3.312656504302934068e-02	3.344123193633760649e-02
1.701035494099892992e-02	1.280986557460910176e-02	1.501022571483917080e-02	8.233949919491648575e-03	2.594183544419993714e-02	1.477798894013076028e-02	2.372384154861733457e-02	2.066701099232970390e-05	1.020937076943546906e-02	1.196572625194703733e-02
2.527209168305592085e-02	1.557218872989300784e-02	1.530258010518566018e-02	1.463192675246681104e-02	3.466877451415183442e-01	9.720496689884753835e-03	1.270235112255334309e-02	3.133586940292537593e-01	3.399347797895019285e-01	2.271022867720599511e-02
1.835720238074336607e-03	1.525777738794973498e-02	3.728063178817271964e-03	2.529498261719298393e-03	2.768787861390848218e-02	1.427178158039339034e-02	6.831401368008460477e-03	3.394299792376330786e-17	4.920534165348015507e-03	3.520704817261785524e-03
1.334262013095059707e-01	1.293888391618597533e-01	1.805605028594064188e-01	1.886550299782374929e-01	1.728826352145555467e-01	1.240956689196044960e-01	1.607656961631850900e-01	1.000383529281911356e-02	1.060957434373571706e-01	1.337988274252019105e-01
1.580760650932000813e-02	6.438186445789745652e-03	2.433667665664446126e-04	1.112951055672569897e-02	9.801340405244860204e-04	1.735065944701432578e-02	2.079521804878260369e-02	1.010692770067267571e-01	6.720044052358689970e-03	8.304058156691675326e-05
1.672163198418113783e+00	2.322052876692890067e+00	1.671045593507059814e-03	2.331283454195432370e+00	2.345925669507171740e+00	6.692643133317548454e-01	2.345587981891245732e+00	1.045010735983358918e+00	2.669791437068793183e+00	2.013964158949215655e+00
1.690234368600841641e+00	2.034072682402535026e+00	6.905494514581133059e-01	2.681618490910127939e+00	2.703281286252585680e+00	1.379814973181302751e+00	2.030317917018939156e+00	1.691182504972087663e+00	3.034226121887930727e+00	2.364962401236895051e+00
1.007843467414928584e+00	2.001525763115993506e+00	1.656664042880189980e+00	2.345875216578131806e+00	1.335081634529828642e+00	1.341728953276170921e+00	2.348760505707614854e+00	1.359270251368067006e+00	1.998425788373997092e+00	1.669173284516352940e+00
7.207618205480083029e-01	1.722628648248239136e+00	7.119332985289986704e-01	1.060133960514326734e+00	1.402551752120087647e+00	7.407683603002820361e-01	2.384330398042576515e+00	1.228151304093172635e+00	1.388472918050980054e+00	1.053455264851055562e+00
1.695862970625042543e+00	2.010313157799432204e+00	2.024454449216648744e+00	1.999383489220676546e+00	2.018578703103363736e+00	1.691054545333851689e+00	2.025814432943925159e+00	1.782985090457323674e+00	2.354046160123027587e+00	1.690427777489154515e+00
2.345828525299692657e+00	3.011932005097415654e+00	2.015840307080102090e+00	3.026684020903358086e+00	2.366499982891876463e+00	2.022291944434905897e+00	3.022439107855257046e+00	1.863882510883880350e+00	2.681363529954496006e+00	2.697077462812008886e+00
1.020033525719405532e+00	2.359284726922990405e+00	1.013325370272092130e+00	2.685073052032469487e+00	1.354753261467012360e+00	1.012515438796928624e+00	3.024861500280155546e+00	1.098451346844297793e+00	2.341858486307991427e+00	1.685408099357806000e+00
1.706676200226729723e+00	3.026530823913600177e+00	1.357119369639899098e+00	3.373740166947010621e+00	1.028231824684392004e+00	6.957364127210862170e-01	2.367442674688713833e+00	4.359523021794139974e-02	2.359598400366233584e+00	2.031428765071599418e+00
2.041878670928807704e+00	2.730140849172625117e+00	2.070310609713984284e+00	3.401967998155752237e+00	1.737994101360039734e+00	2.074520356259915488e+00	2.725477904300926291e+00	1.638355267558804895e+00	2.398936798854623742e+00	2.733545024522565647e+00
1.681363310348886975e+00	2.012043572820840343e+00	1.354182481490899814e+00	1.354995392903546092e+00	2.352109484433054121e+00	1.354753319196564165e+00	2.362540308103566300e+00	1.909220348054403882e+00	2.360501561361700862e+00	1.354753316425163057e+00
