"5_S32","7_S29","8_S52","9_S69","10_S57","12_S37","16_S69","19_S58","21_S101","22_S84","23_S28","24_S38","25_S74","27_S49","28_S115","29_S90","30_S109","32_S134","34_S125","35_S124","37_S116","39_S41","43_S61","48_S70","49_S126","53_S94","55_S66","56_S138","57_S127","58_S71","59_S87","62_S128","64_S72","65_S91","66_S102","70_S96","71_S129","75_S140","77_S112","79_S46","81_S130","82_S22","84_S104","88_S62","89_S105","90_S119","91_S132","93_S107","95_S27","96_S75","266_S86","268_S73","270_S113","272_S64","276_S121","279_S114","280_S99","282_S133","284_S100","285_S63","286_S43","290_S95","292_S108","294_S122","297_S34","300_S50","307_S80","309_S141","310_S67","313_S65","317_S25","319_S40","321_S24","323_S54","326_S81","328_S60","330_S93","332_S82","334_S77","336_S148","338_S142","340_S143","343_S149","345_S144","347_S88","349_S78","351_S47","353_S151"
"hsa.miR.181c.5p",-0.0679770452863908,0.566745202350891,0.219478703384265,-0.393198092955565,-0.361429895691222,-0.0684910605161394,0.33935816754984,0.46821906926497,0.628546611301659,-0.0202815203432057,-0.30440758102978,0.334342864180997,-0.0849662328447442,-0.0836927644077967,0.0911216994999314,-0.504237496724001,-0.154732254466156,0.653513660165179,-0.569569717078283,-0.32636042326235,0.0118156131178039,-0.327663326510113,-0.185988304992757,-0.479164076566113,0.20967215323967,0.75656245024935,0.00956877381872293,-0.241882534268307,0.455885430152475,-0.1350795921125,-0.00882426546216371,0.338779535199855,0.525832109560544,-0.313541322223625,0.0548165397138136,-0.10691859624436,0.35627841552279,-0.138458009310058,0.0159599362056705,0.173437410937557,-0.160940897600417,0.410554860769934,0.260619586125423,0.310237172771129,0.525519438859512,0.172608010458873,0.0306818752679279,0.149055432619843,-0.317486514728837,0.0670435229086584,0.0869064185236708,-0.38002839788986,-0.00744608369977357,-0.0265496516547225,-0.360412326666728,-0.19285510762925,-0.506883121939563,0.335932762950263,-0.936276544975761,-0.268189106450986,0.176762994052923,0.00389826273398872,0.172506328861386,0.597029504930098,-0.186313090302409,0.432776676857391,-0.743720525462756,-0.395957015427005,0.221872154623289,0.434931171074221,-0.294054971111403,-0.0553261348848796,-0.0366970943495881,-0.0647823314973408,0.310560225054947,-0.872693810751272,-0.173970447972323,0.0981418387758756,-0.0765809496909993,0.616878147285356,0.172063353691359,0.363774981225058,-0.130666999209213,-0.230399614306807,0.0088305651430426,-0.339955373466619,0.150458070435821,0.0551247859124551
"hsa.miR.181d.5p",0.0742404390830281,0.972696922219264,0.249797985636723,0.181439070412584,-0.387193357510213,-0.0775942968409057,0.468774302514228,0.147143971291316,0.119448302721556,0.0196146765519194,-0.10071823526384,0.388408235057948,0.0445877676207814,0.0639520915367146,0.102269539258981,-0.174594232289782,0.0916291519603618,0.235694278285057,-0.443607064518403,-0.0823713925345105,0.423970735434868,-0.184394229268732,-0.165432799655174,-0.464116393040908,0.231345035894182,0.38580048545745,0.0338504492802713,-0.489965657230822,0.739033500910307,0.182283174726011,0.107004505333816,0.411882801546195,0.391441468733498,-0.290332377203261,-0.0259422070106432,0.155987727460543,0.0149483410213368,-0.0456297308175129,0.146305250187373,-0.251978865411176,-0.0849126300832466,0.243016407349419,0.118031483912271,0.229783076276125,0.228477664360692,0.263721089545796,-0.113411168249059,0.0818912041887459,-0.412678504796513,-0.0676126029138034,0.0994807317162467,-0.152935512766566,-0.447729324484536,-0.694249688045632,-0.0435055781856358,0.0118859455544801,-0.502856098600858,0.277025938601437,-1.31172404076323,-0.323008390540649,-0.149908508225551,-0.511075595385973,-0.29468082976281,0.25655451494063,0.143222801633175,0.32677497430631,-0.311442342817391,0.28238869412727,0.0113353805607554,0.414604206208791,-0.0813222798973871,-0.255763064583032,-0.267311756987463,-0.171125412221845,0.476660792126669,-0.800634332032164,-0.223726515540384,0.0525165627532111,-0.00512603930797629,0.46204820558148,0.300071698736378,0.268852443303563,-0.0500821731415521,-0.133908509054779,0.366126130460311,-0.247541331068252,0.0681473422509668,-0.090181534634453
"hsa.miR.182.3p",-0.446248996534678,0.0749315075285302,-0.316146364828676,0.0535980834101392,0.392214785370424,0.42673687109743,-0.147803278434912,-0.665269688666788,0.182280372367739,0.437264935901931,-0.902720133927393,0.366815879451629,-0.479799762994277,-0.238717595840496,-1.179043583223,0.631160608917052,-1.37766745324539,-0.557487113967409,-0.147071259322375,-0.130255542594005,1.0039518392327,0.6703396995339,0.506387281578441,0.465342640814757,0.374916726399929,-0.341001127321332,0.2629483609263,0.235932332692905,0.0286018363890303,0.375627942392725,0.704200868053665,1.22707138616188,-0.0635249703629842,0.0261424058525168,-1.05354324139473,-0.205122646307229,0.120481859312915,-0.0859137523846157,0.047607442452428,0.00367732864539715,0.672402419732341,0.823121749707676,-0.962984804451385,-0.66077887255328,-1.21352907042601,-0.423059905141193,-0.283482712503426,0.299321126486776,-0.466333181846859,0.251492648067017,-1.31300842754478,-0.149361950176566,0.758685545863643,0.763978118446004,0.442278695369786,0.318284478450972,0.553882413483378,0.74566414707912,1.09402402639371,0.25508121203014,0.842860240315847,0.164700902522036,-0.0370478361500318,0.247187136157215,0.160489310099271,-0.00652804219755302,0.46778927520018,0.359109211077631,-0.611186411753471,0.177974526841433,0.689852174401937,-1.85563462362965,-0.45791757337944,0.335560436117273,1.11552372741975,-0.230313017377602,-1.33880687342651,0.243448618638051,0.447474938211942,0.122597601525134,0.0502792210106506,0.589029703607064,-0.939060647912061,0.174589829261773,-1.37659235875959,-1.43337311425118,0.185194289452899,-0.994164851548296
"hsa.miR.182.5p",-0.396319567405942,-0.567330312390812,-1.0191673725654,0.779889293530459,0.400016918778648,0.300072636102725,-0.293250928938141,0.186945705468308,-0.0237816925472354,0.0616016590249874,0.0997228564080578,-0.913932832777256,0.328558844611069,-0.0861041438039045,-0.452296279415199,0.905046591068103,0.324117669823354,-1.33567801746662,1.06267198301777,0.367851333253927,-0.69298939334294,0.00346063828900715,0.729720394972217,0.311685942402716,-0.844144058400563,-0.60455307891345,0.848007332486738,0.0186757469391235,-0.203107121024752,0.408095589181392,0.0527914982685827,0.543422088850402,-0.298308208960679,0.387477265340999,-0.1119237375835,-0.620223796902783,-0.629748467171416,-1.10576887103498,-1.0374777625706,-0.114095625675379,0.163589291212345,-0.142388120495359,-0.495626324847147,0.189959110066181,-0.0236346969818207,-0.324716890864449,0.32519885020382,-0.438081631627049,-0.204593221063172,0.0759010417579415,-0.285745057152708,0.196104603384472,0.401257115724737,1.24553901012089,1.07155071146832,0.361624883337448,1.25272379227239,-0.426310220765178,-0.780682506588686,0.540379254658485,-0.185834605907669,-0.28951328020449,0.0560174420363194,0.0213541479052156,-0.333411052298417,-0.132359642974661,0.578628497713826,-0.993866509061455,-0.450482110571752,-0.874888805589044,0.513934007013719,0.45425547178147,-0.310295794520581,0.00812208590693853,0.0637626058175401,0.433230141176409,0.464675021792054,-0.363140571873772,-0.115283957729825,0.293157244895145,0.383687088952126,-0.237391262314992,0.26021159033529,0.901094042975136,-0.228435201700642,0.586189597762518,-0.528067370690613,-0.667718323189161
"hsa.miR.183.3p",0.00106986910425223,-0.781101068429469,-1.20746871156132,0.733429496468977,0.20210304180684,0.627669374645377,-0.161503731431507,0.101960230407379,-0.158165010548425,0.34140256013687,0.0360391230509243,-0.491441983311238,-0.1606598623483,-0.325981777114648,-0.411331613056286,0.579837410660796,-0.473019625338386,-1.23606778719398,0.946030493108631,-0.108418395699179,-1.2437804268008,0.0300077884574074,0.787403420828447,0.662476081843289,-0.852168697023453,-0.97754856480478,1.15657241211021,-0.703401806736103,0.202372200823344,0.57243912832446,-0.151496363036763,0.730868494632765,0.206583983035366,-0.524544219620588,0.653882232240419,-0.57278718202644,-0.788334298731894,-0.610541002402701,-1.17977611235924,0.246593878445678,0.495940136826369,-0.47374223656731,-0.78046620216954,0.422853390240048,-0.176025112492418,-0.0881522927007519,0.0234415335375868,-0.0724770341872672,0.241041027831296,0.340124477145011,-0.0512435213217046,-0.178118101592409,0.328621630270914,1.36400673978804,0.483688915843276,0.42285716830401,1.54122342237947,-0.368905201560342,1.38425624147016,-0.0888749879522307,-0.0985032191006888,0.0917871032147154,-0.161970239534438,0.585205568646723,0.101604460400045,0.072506198899642,0.766806041323052,-0.786856627994829,-1.4884231585991,-1.25211957728364,0.683580201804454,0.191013315749348,-0.560381347847357,-0.457794517212795,-0.743204048006539,0.485176009438748,0.333476797909319,-0.143345807351605,-0.203333464724083,0.596478825816888,0.560048832764864,-0.846851189658171,0.478406259961339,0.883835682471772,-0.188352818578436,0.58985882384132,-0.585299191653034,-0.572664838334541
"hsa.miR.183.5p",-0.412399714394074,-0.615627110940775,-1.12908015956123,0.779096494713965,0.460724908564771,0.153873464925487,-0.40056386387531,0.0907539453094917,-0.190177189009067,0.0645596636518476,0.102533583926919,-0.807613141557287,0.269422430678331,0.0907976537178367,-0.541766730949199,0.895060457821424,0.128059306992267,-1.45485984736351,0.941511766526575,0.127134207976642,-0.868090025381989,-0.00803317168527059,0.717452809266304,0.350758887882148,-0.822917718927323,-0.747252195818011,0.810237608364653,-0.136667033288486,-0.2859804759833,0.63927236494185,0.0217278053887705,0.583779928302817,0.0279814540593708,0.167679959525839,0.136425912195357,-0.772784498678474,-0.680809588480873,-0.757299217982741,-1.08040911588875,0.395775263697698,0.447103868125123,0.0578992807053965,-0.486566258947064,0.237717489551048,-0.0655124850760117,-0.240299899655613,0.460680013581281,-0.429121664859369,0.00722662113020109,-0.0488981390852824,-0.34802219808153,0.0998886151607674,0.480648720552867,1.57256697418225,1.05742354472003,0.133755635769134,1.31011166176543,-0.267958006615072,0.250756977313056,0.110255509068086,-0.140784226429979,-0.205155460942953,-0.0524781400329783,0.175708690963631,-0.361211354495817,-0.0760103811935179,0.681292416806147,-0.728067953547718,-0.495640233307396,-1.18161969413555,0.434425119830101,0.456937923166762,-0.263016404594954,-0.339523869565755,-0.175548271229229,0.508095141561973,0.724411041409881,-0.138016347642325,-0.311057902822595,0.19771402484701,0.677054490691523,-0.432880133044608,0.231839043878729,0.448614919688966,-0.369482896535748,0.465474248397011,-0.702276642867593,-0.738166194895102
"hsa.miR.1843",-0.0681257251918369,-0.214209240570993,-0.164431180031764,-0.00512452230800756,-0.473630448106962,0.125277376065129,-0.226012172564886,-0.240629159003252,-0.194719704039333,-0.0729456114398336,-0.256148177423808,0.0699249268323335,-0.079114583793295,0.156887383989716,-0.0875098742831615,0.479696253134455,0.205554501741925,-0.0538760385350472,-0.0449979990768743,-0.111167887893488,-0.176551154546685,0.185245124522786,0.353344957912275,0.0731801761520137,-0.499804620467734,-0.0707944644769029,0.120169812370937,-0.934983640054585,0.288740278741388,0.185196898502697,0.284960481257129,0.113642568501008,-0.199771820543542,-0.100363066320276,-0.32030020325869,-0.210539039394859,-0.0262813002571648,0.164110379770178,-0.326870996139936,0.157638232830318,0.443726935269434,0.158350098216796,-0.0978690867675133,0.189827861557655,0.392985110254159,-0.0373453834368053,-0.0795036186077379,-0.335868979274038,-0.165851897531429,0.0196523785798107,0.119919079833365,0.245125026943141,0.191995262059527,0.641511131801694,0.543888631021255,-0.170444852876828,0.206395992781139,0.114278460429211,0.211664246153962,-0.284800219492191,0.0734989610498484,-1.1970162688599,-0.282140552170303,0.0605585385871703,-0.15030926041024,-0.165198785836289,0.170264148774517,0.225282050946013,-0.0239312642300476,-0.326975920420695,0.223225707722776,0.272798323553118,0.0225716327640924,-0.223392551895633,0.0338599656442695,0.233155694909712,0.282946385430214,-0.0656549343693665,0.0947749077967836,-0.0512980054595092,0.498273935117419,0.019010772119282,-0.265008019543759,0.207884488424232,-0.121299372770569,0.0851378535823217,-0.322226753796976,0.310358004642384
"hsa.miR.185.3p",0.131452899946175,-0.701338139728816,-0.401122275053351,0.0319995350211773,0.366748621873064,-0.24577790606463,-0.120523177726917,-0.00320051730785277,-0.28559608943113,-0.322383863145831,-0.372466788221065,-0.12787136433627,-0.310941195220139,-0.0580812465661654,-0.487715886108481,0.344858432656197,0.0900706573933995,-0.128024102623808,0.281941101897516,0.364584415335947,-0.00979448904893381,0.215998498866328,0.316023084325412,0.170109852382074,-0.0655050880800519,-0.697567730886358,0.105853844030221,-0.478504231956745,-0.109281935251281,0.365681776061137,-0.00798483472867635,-0.0776277390459441,-0.422463875248648,-0.0724415776753406,0.582757430862821,0.283216863000916,0.0255723169399959,0.117690776715855,-0.15806712402527,0.137466204956263,0.664046088312393,0.359728795992699,-0.515974136747799,-0.307798007698621,0.0745997882075366,-0.369190469233441,0.0432506610686256,0.0564436155633587,0.0235833736219163,-0.444998917681265,-0.123793297919956,0.0508924585692741,0.0640346030009235,0.152177649746777,0.0794251912864379,-0.263380775414659,0.664912549738565,-0.0564673900462108,0.707980487278985,-0.187991660415257,0.382225707143947,-0.346962024713844,-0.281331857193744,0.0766406474053796,-0.431744780685227,0.117447911186501,0.523518244592017,0.0158432745688198,-0.0132597013675107,-0.00669863888870387,-0.214408415982673,0.165095785257196,-0.0455252257758363,-0.0669128133144845,0.146581206851037,0.16441672898619,0.597454963577964,0.615744658215705,0.3937729909926,-0.134979339049011,0.457874085433617,-0.509063080922367,-0.101287139066603,-0.162346904810485,-0.185504507076647,-0.312739301741979,0.0925663304877759,-0.218433576571591
"hsa.miR.185.5p",0.0641898618086387,-0.307927409374036,-0.53260544865067,0.198438391811127,0.632478525735284,-0.461180336116543,0.0890724657537057,0.000439510315866139,-0.173874740753986,0.514749272452008,-0.131480543058358,-0.578849029935973,0.231125241182466,0.0645875866937942,-0.123096322883169,0.77140542965555,-0.146289594720386,-0.325521851664281,0.502446422878015,0.139298799757135,-0.307557095686122,0.190308865447926,0.586693698795983,0.31255033355001,-0.82107726590451,-0.683330743658108,-0.00887859298448329,0.069001827921682,-0.277813893169821,0.370825400311269,0.142807178563532,0.286967001654199,-0.134029162078676,0.13695454360024,-0.0559986516490687,-0.36855841006491,-0.137669035121338,0.156234182684486,-0.159864702583687,0.160637443287842,0.62835595330906,0.207091002583195,-0.113691386211664,-0.213261863771172,-0.215269469976318,-0.273748373130077,-0.425745447116389,0.117956311708816,0.0791486830833699,-0.261938133832177,-0.170613319089371,0.285083398144486,0.197540291396515,0.22329188154432,0.402838215263434,-0.217391534607893,0.644052669924554,0.0320403809181116,0.0582581109512297,-0.303865585168784,0.548635809741216,-0.166221472634318,-0.0382104049860193,-0.236110866848597,-0.0187935251743356,-0.29292221067268,0.660759837420901,-0.360879457174805,-0.192119964467094,-0.80796844925441,0.2372880323537,-0.0801745545261422,-0.15449293869978,-0.268682883859715,-0.02915266713014,0.242466558485028,0.297166676124975,0.263552171818155,0.133281289343076,-0.0158092061363,0.149063518774122,-0.481992177484207,-0.146865006792711,0.0576228904316249,0.120991032369546,-0.254056291952942,-0.103163658067982,-0.142697608033235
"hsa.miR.186.3p",-0.186817362265712,-1.01844315560846,0.589493050624911,-0.870576183003435,0.461705792900148,-1.11347025379853,-0.0486533525195639,0.219663467071238,0.558187130677672,-0.348327757754464,-0.54809075457833,0.463471769029302,0.131067729126468,0.286794925822684,1.39986888645109,-1.32343584368704,0.0479041861460519,-0.232047197154534,0.659862040297994,0.330870264726348,-0.0743625541454731,0.596134246165068,0.65603542545277,-0.293473824900331,-0.0950323245073172,0.670540704740174,-1.74461929668372,-1.08786326998353,-0.0892366041250718,-0.236490840358581,-0.0320764751831576,1.20992892084825,0.0111931916962648,0.434528555326364,0.813055752140647,0.144850308910948,-0.285473701684064,-0.883374917619595,0.476915574123783,0.523197031649992,-1.13341235178547,0.869658554455699,-0.934849444285371,1.07454628119769,-0.658542174495926,0.99224769259768,-0.553024504664024,1.12703246312054,0.158964628707972,0.261758123961838,-0.619598529164966,-0.0554142036460385,-1.05167584900599,-0.994105182244945,-1.13269628876266,0.812086942394611,1.14569318145919,-0.728466876102344,0.141539734614026,0.104023256530397,0.0127023206888562,0.189772181932881,-0.723911339769683,0.300450882615306,-0.679376637669979,-0.00846851272636594,0.533022819137292,-0.923549207894433,0.834171352946554,0.149894504094106,1.36467739849226,-1.16305938459243,0.312579305883204,0.201713532901179,0.468934550194225,-0.954878338604446,0.890863201036867,-1.40359236261033,1.02910315711915,0.322815224802338,0.324196872517663,-0.770996005268757,-0.897938545078984,0.213525429352231,0.782940698939104,-1.07403266561972,-0.22336669580252,0.933769810608437
"hsa.miR.186.5p",-0.0236539817413259,0.0541124213976293,-0.388743368645336,-0.103085254678121,0.00422431286339105,-0.125614590600669,0.0243644664819365,0.096461690306848,0.0603069041746717,0.0397047141290071,0.0199639498445955,-0.220451115999303,-0.16528394172347,-0.066277744120102,-0.0278025483750887,0.24507959637242,0.00410643142961988,0.0840662303651912,-0.0618799037604799,0.00912078364170873,-0.0592991756674907,-0.0886181092356576,0.236474133810846,-0.00847198482278144,-0.188906652227259,-0.0167233293660572,0.0356510615463057,0.0831550952252615,-0.155455776999491,0.0879857050131082,-0.0428599851455903,0.019695950287112,-0.210110566440944,-0.147736601785299,-0.192774557307777,-0.0562288539514816,-0.0309945252623692,0.0213142023396412,-0.0716913936843912,0.0953862209712127,0.254239647196901,-0.0235423684966164,0.174235817273781,-0.0395828387615857,0.197218207931157,0.0315964170693982,-0.00678513226656544,0.0959312554030352,0.0507706084375823,-0.0641218463752428,-0.00223736681942586,-0.0791248076433528,0.0964718273803295,0.149579645400907,-0.022585028518632,-0.258544390803637,0.134646601485533,-0.0396925284497633,-0.0282951925540212,0.0193489296731604,0.232334878033298,0.0888179929205977,-0.0755911769431328,0.0887006153624259,0.0745727197561697,0.0790001263211655,0.0621275101931306,0.090522568397577,0.0261058283779282,-0.192341677105172,0.23385422274061,0.121067679255859,-0.0194947148712622,-0.040297147022938,0.140825941255027,-0.171681400259518,0.130923010955289,0.0390459339134188,0.109968384757173,0.0675403208597523,0.0649397128896426,-0.11126889934581,-0.122636436871192,-0.0460033170615621,-0.171348274086255,0.00570969941976373,-0.185284265761434,0.0447275958493509
"hsa.miR.188.5p",0.525952159153438,0.344028135307206,-0.129011875231801,0.0487760560945736,-0.0208075431522213,-0.106799029508886,0.0510910540764254,0.214190392212792,-0.0363031768406121,-0.146574308046944,-0.565804555647909,-0.785604068580734,-0.923616493722113,-0.180000981616029,0.274372547095774,0.54191824850225,-0.735383952651329,0.0148546688963133,0.812516499977468,0.371841589773191,0.122402686635735,0.632860801277265,0.795138225559873,-0.0127804168097514,-0.41213181045193,-0.0481501271491534,1.08386416592682,0.40081139584286,0.243458282833889,-0.304620087655892,0.482467579022077,-0.0227041633931584,0.133010731272434,0.11502808415819,0.454696460553137,-0.568346323400887,-0.414071050399117,-1.17902709408586,0.323703392881721,0.28867843702649,-0.158861723960199,-0.00407611518739543,-0.92313804678749,0.309719214512108,-0.859375384619147,0.181655847355845,-0.517614428348095,0.745569890411007,-0.273317834249912,-0.526254461790273,-0.0960360194878641,-0.311666139746853,0.0306351312057249,-0.026887602181028,0.240695725727045,-0.627490448939624,0.885465550977097,0.0103034944607543,-0.214618949296057,-0.288360757025156,0.752315984083326,0.600768636079292,-0.51770637594088,0.62007115434953,-0.236481169359747,-0.142342825466476,-0.410361309956419,0.389124039464941,-0.578592097190471,-0.0114736267231405,0.423106049821056,-0.272054074979343,0.183875129987383,0.110227502763388,-0.17126489459118,0.302277883073447,0.312680503120261,-0.216887942149173,0.154052498368961,0.185378937005146,-0.000319691256562941,0.773420395187545,0.00727119072758574,0.255273209621386,0.321120726709941,-0.431790881040038,-0.981096376810334,-0.905275399193176
"hsa.miR.18a.3p",-0.0820764221087052,-0.567394678419319,-0.530832200401681,0.120348974391512,0.413175468792213,-0.295278957682492,-0.478970857593501,0.0612532266961514,-0.787544469716396,0.172837356796652,-0.311295050332791,-0.616206408790753,-0.058539554207985,0.128824472955397,-0.468277538797937,0.637434445862327,-0.542219055348496,-0.335386939415184,0.536044834452752,0.364846385553014,-0.261878583318686,-0.0443797481977795,0.403955016431356,0.635068881873569,-0.312377845829583,-0.92761578207307,0.221600456945243,-0.200519611363984,-0.262291177764103,0.518175652128437,0.107240567869002,-0.0195104959402487,-0.0032025637059909,-0.133373442261019,0.150106818161264,-0.49949370217015,0.0258153347008264,0.504562425027643,-0.48557848632374,0.132320202012759,0.506001959906639,0.0994400709423943,-0.193751548560366,-0.285551906989517,-0.102650391100757,-0.148322583582409,0.0808110925904931,-0.25783728530847,0.301654179884432,-0.239035421922372,-0.24381464038451,0.0831247178520723,0.279296929712363,0.459646275401123,0.424887568394236,-0.751909107339839,0.603220779868208,-0.150091354464149,1.91360947764617,-0.670902713913125,0.422539029901511,-0.225822916411026,-0.362644233783152,-0.0708636243588656,0.481312983049043,-0.461544252944106,0.860120288527611,0.0917775305568303,-0.0233185292591863,-0.897461075260896,0.0378836858413334,0.279092509181064,-0.195943758583569,-0.377190429139866,-0.0616477906193927,0.68970344662694,0.987238596823717,0.930157658822367,0.281129371567739,-0.443250256270379,0.473204408954625,-0.650867639463908,-0.00976481061867824,-0.158127899981911,-0.19341454162823,0.212266889742417,-0.390259139100355,-0.308629729720206
"hsa.miR.18a.5p",0.378736191146441,0.307251984789009,0.203167128872572,0.28349880501543,0.599126508173744,-0.24007669882985,0.308630054977379,0.363101345165262,0.115875229339246,0.374481604688602,-0.12906695067994,-0.0930942827535393,0.0778232881046406,0.328640057489453,0.262832943349613,0.37982295287887,-0.422546510819501,-0.185634664638411,0.0980940838318375,-0.839131094406252,-0.0868793911780795,0.232147440215542,0.568545870953594,0.000690901318258073,-0.754350628115301,-0.164317611220016,0.450861038585317,0.4646327132448,-0.165997847819783,0.134339172582574,0.201909765166556,0.600268280698746,-0.288934132588101,0.257211022693766,-0.506932399347737,-0.620063036589185,-0.205626244923521,-0.116368550147339,0.119344373993932,0.127549819986536,0.230675283653725,0.0254689244573146,0.144965662930629,0.272167839996998,0.00709003896175767,0.143189732386692,-0.5929704615119,0.320234528368673,0.0342258045339404,-0.195667523097892,-0.161346396346393,0.396294999463054,0.259888015584731,0.293215336647118,0.206998939627818,-0.160781056929681,0.24063070420078,0.129305085653695,-0.932008535478556,-0.191795395947681,0.402268794039136,0.180399096228769,0.446684036268267,-0.197591016062725,-0.270406549023874,-0.276581419010285,0.12932932640726,-1.01067351722017,-0.607722591176804,-0.624165157138802,0.251009634290138,-0.130532711424391,-0.138839373519347,-0.293914142240732,-0.110738807868537,-0.586305455271839,0.308812874893717,-0.218304573573938,-0.814189584639344,0.324657436802923,0.0302263274849937,0.0155772639329581,0.305874790625503,0.448652169700921,0.390328948158309,-0.156527641551723,-0.610304691782028,-0.357725230919767
"hsa.miR.18b.3p",-0.342582986426103,-0.996506134691502,-0.71272967107592,0.367453299307601,0.304697371623113,-0.954152355189317,-0.14841194282137,0.411709978147548,-0.784648374502801,0.0309848248939871,0.0451749610987824,-0.863104921611846,-0.377991825341082,0.285000638179037,-1.16931262525578,0.914273132450942,-0.17184117320599,-1.38651887498715,0.703081868443727,0.801085159555206,-0.401087309176577,-0.483951324534991,0.53504532201542,0.595950955106726,0.19475534061705,-1.27744204409357,-0.523610604728161,-0.706759643949017,0.0610179928630002,0.244978356629861,0.285574319552389,0.146101373379296,0.183771385810509,-0.0474895827413899,-0.529236865160593,-0.0572481433529349,-0.300558404488211,0.832345788234914,-0.30759529270363,0.961490733175257,0.427917037029599,-0.0393849741424822,-0.775357279178345,0.432078683086995,-0.0442845397128124,-0.104258515543414,-0.024278024060208,-0.235149286641103,-0.369314008553269,-0.335929635596121,-0.0779882211655583,0.197309785295662,0.242358820434726,0.424379362284359,0.177722999358835,-1.24117757348214,1.09141291434079,0.139218141138123,2.46353939027569,-0.84090603207081,0.897356977892194,-0.309798473238303,0.0486120715418515,0.0567740387883818,0.828290850095811,-0.391088192307723,1.21653608303746,0.122338570528317,0.255188488360853,-1.20093482233848,0.286331124009257,0.323281299855474,-1.14517292884602,-0.506118431488229,0.199137401638578,0.881856579410824,1.73403415129499,0.974557717008048,0.568828023507224,-0.368732425532048,-0.210814958803232,-0.795386157758053,-0.423536811657808,-0.618601074394703,-0.451903812982687,0.394152850658929,0.175435178271831,-0.0276298964947327
"hsa.miR.18b.5p",0.740661231612987,-0.00401540794289112,0.205337469778818,0.180456827988415,0.142649686798792,-0.251157008411704,-0.00515065789305097,0.363737326136944,0.202275525021233,0.209453998474762,-0.0897976175396255,-0.526444245248031,-0.253013327536054,0.397595532053576,-0.0406401396368707,0.471128458261235,-0.712856464446313,-0.554029858493303,0.147367203020189,0.075306448209551,-0.343883511770294,0.24790223697215,0.545910877679747,0.288575134770072,-0.570919482124267,-0.505344051792747,0.437792675245046,0.90824727959657,-0.556806791880701,0.133844499198546,0.308391864444239,-0.129335400146778,-0.657846642009772,0.532476074520028,-0.878156061101217,-0.616907649956377,-0.390964046935126,-0.49075027063261,-0.241409540330937,0.224824788334985,0.356319604034695,0.185941902652878,0.136382604436676,0.455122373661413,-0.293126213808382,-0.12398161752836,-0.246405666506786,0.362098700924606,-0.723808470104331,0.25777749730159,-0.155933124333456,0.21179286221705,0.237328275902997,-0.106448725603236,0.338297160544348,-0.243633192930165,0.794095643276087,0.315546197593064,-0.217677075117104,-0.0734476557116869,0.596902522141286,0.131339293399092,0.835848840285888,-0.148453247651593,0.0477329705830564,-0.636473626876765,-0.0813840659298131,-0.511851296747421,-0.805930811793045,-1.06972090107009,0.429115646587459,-0.0140566216588717,-0.0744015337147779,0.0610476654200114,-0.0611796509234784,-0.41988618303898,0.747657759088757,-0.340586203016625,-0.207921649130644,0.0838314130566858,0.145774472116289,0.282911405281897,0.37190555073227,-0.070305841679205,0.3817033189928,0.277044816225525,-0.376155743851512,-0.316493363350557
"hsa.miR.1908.5p",0.115380614377209,0.00292408616899601,-0.669543067505743,0.756917410524319,-0.285192400459494,-0.625076049799628,-0.182992696678678,0.187826148088976,-1.52677809623667,-0.0908515582371985,0.518358895579146,0.328008906049473,-0.177590537435314,-0.325123107708697,-0.0103800673906644,0.928956387267124,0.244733688763816,-0.729095722106736,0.348483225336094,-0.819564958673645,0.797668501287434,-0.0806516507713046,0.0584857765704601,0.468732068022346,0.394417801392772,-1.0187716729885,0.58806007133242,-0.141942988582353,-0.0647892718277155,0.106521773414757,-0.0198272003886985,-0.159129096809914,-0.275347816804148,-0.0632819031229479,-0.486127781911411,-0.404627722641435,-0.423426383361476,0.729434819983586,-0.833319517851003,0.325990713363872,0.333945216520297,-0.229324971028295,0.113583490611656,-1.3668581548726,0.205545895225313,0.255253528292843,0.0725955872755104,-0.422138027647118,0.0610520924279476,0.0635393596421487,0.607245520832866,0.144165138843187,0.126925618391402,-0.264203368614976,0.519133957725661,0.343245096926539,-0.589599109711603,-0.643326589215732,0.75113090901654,-0.759425016348555,0.319010043044716,-0.450470333145914,0.737426114952802,-0.0131766408491457,0.230005465764366,-0.154015526787999,-0.0537268504131616,0.613286438773135,-0.247232318297831,-0.320161692753472,0.120375488769305,0.167845777906801,-0.496801464720236,0.242204979259819,0.375728046302033,-0.343257521942672,0.316657757029812,-0.206965763038745,0.21411403986491,0.177026994999832,0.430372255235288,0.312307777964724,-0.514839932461568,0.792014479488101,0.141022811384096,-0.00323569817477739,0.989904444220876,-0.478343974850561
